//======================================
// Configuração de Grupos (Máximo: 199)
//======================================

// Ativo:
//  1 = invasão ocorre
//  0 = invasão não ocorre, desativada

// Agenda:
//  0 = acontece todos os dias
//  1 = acontece no dia da semana definido em Valor, sendo: 0 = Domingo, 1 = Segunda ... 5 = Sexta, 6 = Sábado
//  2 = acontece no dia do mês definido em Valor

// Duração:
//  Valor em minutos até o fim da invasão.
//  Atingindo o tempo, os monstros somem, mesmo sem ser mortos.

0
// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//	Grp	Atv	Ag	Val	Hor	Min	Dur	Nome				Mensagem de início							Mensagem de morte					Mensagem de tempo esgotado
// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

//MEDUSA, temporada #1
	17	1	0	0	00	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	01	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	02	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	03	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	04	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	05	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	06	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	07	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	08	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	09	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	10	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	11	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	12	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	13	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	14	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	15	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	16	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	17	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	18	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	19	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	20	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	21	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	22	35	55	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"
	17	1	0	0	23	35	24	"[Sw Calm] Medusa"			"As Medusas estao aterrorizando em Swamp"	"As Medusas foram trucidadas"		"As Medusas fugiram, deixando apenas alguns fios de cabelo"

	42	1	0	0	00	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	01	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	02	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	03	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	04	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	05	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	06	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	07	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	08	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	09	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
	42	1	0	0	10	05	59	"[Iniciais] Golden Dragon"		"A gangue do Dragao Dourado! Oh ceus!"		"[Dragao Dourado] Cortaram minhas asinhas. Sniff."	"[Dragao Dourado] Eu nem queria mesmo..."
