//Dark Wizard
//Meteor Strike
0	724	1	10	800	0	0	100	1000
0	724	12	21	760	0	0	100	1000
0	724	22	31	720	0	0	100	1000
0	724	32	43	680	0	0	100	1000
0	724	44	57	640	0	0	100	1000
0	724	58	84	600	0	0	100	1000
0	724	85	104	560	0	0	100	1000
0	724	105	153	480	0	0	100	1000
0	724	154	188	440	0	0	100	1000
0	724	189	227	400	0	0	100	1000
0	724	228	236	360	0	0	100	1000
0	724	237	356	320	0	0	100	1000
0	724	357	357	280	0	0	100	1000
0	724	358	2854	240	0	0	100	1000
0	724	2855	6553	200	0	0	100	1000

// Poison
0	1	1	10	800	0	0	100	1000
0	1	12	21	760	0	0	100	1000
0	1	22	31	720	0	0	100	1000
0	1	32	43	680	0	0	100	1000
0	1	44	57	640	0	0	100	1000
0	1	58	84	600	0	0	100	1000
0	1	85	104	560	0	0	100	1000
0	1	105	153	480	0	0	100	1000
0	1	154	188	440	0	0	100	1000
0	1	189	227	400	0	0	100	1000
0	1	228	236	360	0	0	100	1000
0	1	237	356	320	0	0	100	1000
0	1	357	357	280	0	0	100	1000
0	1	358	2854	240	0	0	100	1000
0	1	2855	6553	200	0	0	100	1000

// Meteorite
0	2	1	10	800	0	0	100	1000
0	2	12	21	760	0	0	100	1000
0	2	22	31	720	0	0	100	1000
0	2	32	43	680	0	0	100	1000
0	2	44	57	640	0	0	100	1000
0	2	58	84	600	0	0	100	1000
0	2	85	104	560	0	0	100	1000
0	2	105	153	480	0	0	100	1000
0	2	154	188	440	0	0	100	1000
0	2	189	227	400	0	0	100	1000
0	2	228	236	360	0	0	100	1000
0	2	237	356	320	0	0	100	1000
0	2	357	357	280	0	0	100	1000
0	2	358	2854	240	0	0	100	1000
0	2	2855	6553	200	0	0	100	1000

// Lightning
0	3	1	10	800	0	0	100	1000
0	3	12	21	760	0	0	100	1000
0	3	22	31	720	0	0	100	1000
0	3	32	43	680	0	0	100	1000
0	3	44	57	640	0	0	100	1000
0	3	58	84	600	0	0	100	1000
0	3	85	104	560	0	0	100	1000
0	3	105	153	480	0	0	100	1000
0	3	154	188	440	0	0	100	1000
0	3	189	227	400	0	0	100	1000
0	3	228	236	360	0	0	100	1000
0	3	237	356	320	0	0	100	1000
0	3	357	357	280	0	0	100	1000
0	3	358	2854	240	0	0	100	1000
0	3	2855	6553	200	0	0	100	1000

// Fire Ball
0	4	1	10	800	0	0	100	1000
0	4	12	21	760	0	0	100	1000
0	4	22	31	720	0	0	100	1000
0	4	32	43	680	0	0	100	1000
0	4	44	57	640	0	0	100	1000
0	4	58	84	600	0	0	100	1000
0	4	85	104	560	0	0	100	1000
0	4	105	153	480	0	0	100	1000
0	4	154	188	440	0	0	100	1000
0	4	189	227	400	0	0	100	1000
0	4	228	236	360	0	0	100	1000
0	4	237	356	320	0	0	100	1000
0	4	357	357	280	0	0	100	1000
0	4	358	2854	240	0	0	100	1000
0	4	2855	6553	200	0	0	100	1000

// Ice
0	7	1	10	800	0	0	100	1000
0	7	12	21	760	0	0	100	1000
0	7	22	31	720	0	0	100	1000
0	7	32	43	680	0	0	100	1000
0	7	44	57	640	0	0	100	1000
0	7	58	84	600	0	0	100	1000
0	7	85	104	560	0	0	100	1000
0	7	105	153	480	0	0	100	1000
0	7	154	188	440	0	0	100	1000
0	7	189	227	400	0	0	100	1000
0	7	228	236	360	0	0	100	1000
0	7	237	356	320	0	0	100	1000
0	7	357	357	280	0	0	100	1000
0	7	358	2854	240	0	0	100	1000
0	7	2855	6553	200	0	0	100	1000

// Power Wave
0	11	1	10	800	0	0	100	1000
0	11	12	21	760	0	0	100	1000
0	11	22	31	720	0	0	100	1000
0	11	32	43	680	0	0	100	1000
0	11	44	57	640	0	0	100	1000
0	11	58	84	600	0	0	100	1000
0	11	85	104	560	0	0	100	1000
0	11	105	153	480	0	0	100	1000
0	11	154	188	440	0	0	100	1000
0	11	189	227	400	0	0	100	1000
0	11	228	236	360	0	0	100	1000
0	11	237	356	320	0	0	100	1000
0	11	357	357	280	0	0	100	1000
0	11	358	2854	240	0	0	100	1000
0	11	2855	6553	200	0	0	100	1000

// Dano físico								
0	0	1	40	720	0	0	100	1000
0	0	41	46	680	0	0	100	1000
0	0	47	54	640	0	0	100	1000
0	0	55	62	600	0	0	100	1000
0	0	63	72	560	0	0	100	1000
0	0	73	83	520	0	0	100	1000
0	0	84	96	480	0	0	100	1000
0	0	97	112	440	0	0	100	1000
0	0	113	113	400	0	0	100	1000
0	0	132	156	360	0	0	100	1000
0	0	157	187	320	0	0	100	1000
0	0	188	229	280	0	0	100	1000
0	0	230	287	240	0	0	100	1000
0	0	288	374	200	0	0	100	1000
0	0	375	520	200	0	0	100	1000
0	0	521	812	200	0	0	100	1000
0	0	813	1687	200	0	0	100	1000
0	0	1688	9999	200	0	0	100	1000

//Flame
0	5	1	9999	500	0	0	100	1000
//Aqua Beam
0	12	1	9999	500	0	0	100	1000
//Comet fall
0	13	1	9999	500	0	0	100	1000

// Skills Geral
0	-1	1	42	680	0	0	100	1000
0	-1	43	54	640	0	0	100	1000
0	-1	55	70	600	0	0	100	1000
