1	1	75	6780	1	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	//[ Status V I P ]
1	2	112	6780	1	0	0	0	0	0	0	0	255	255	255	255	255	0	1296000	//[ Status V I P ]
1	3	150	6780	1	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	//[ Status V I P ]
5	7	2	7221	0	0	0	0	0	0	0	0	255	255	255	255	255	10	0	//Talisman of Luck 10%
6	8	2	7264	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	//Talisman of Chaos Assembly
7	9	2	7358	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	//Elemental Talisman of Chaos
8	10	2	7357	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	//Elemental Talisman of Luck
9	11	20	7377	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	//Tradeable Seal
10	12	3	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	21600	//Seal of Ascension
10	13	5	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	43200	//Seal of Ascension
10	14	8	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	//Seal of Ascension
10	15	15	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	//Seal of Ascension
10	16	30	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	//Seal of Ascension
10	17	60	6699	0	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	//Seal of Ascension
11	18	5	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	21600	//Seal of Wealth
11	19	9	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	43200	//Seal of Wealth
11	20	15	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	//Seal of Wealth
11	21	28	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	//Seal of Wealth
11	22	55	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	//Seal of Wealth
11	35	110	6700	0	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	//Seal of Wealth
12	23	3	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	21600	//Seal of Healing
12	24	5	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	43200	//Seal of Healing
12	25	8	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	//Seal of Healing
12	26	15	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	//Seal of Healing
12	27	30	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	604800	//Seal of Healing
12	28	60	6718	0	0	0	0	0	0	0	0	255	255	255	255	255	0	2592000	//Seal of Healing
14	36	5	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	21600	//Party EXP Scroll
14	37	9	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	43200	//Party EXP Scroll
14	38	15	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	86400	//Party EXP Scroll
14	39	28	6759	0	0	0	0	0	0	0	0	255	255	255	255	255	0	259200	//Party EXP Scroll
