//Idx	Flag	Map		X		Y		TX		TY		Target	Dir		MinLvl	MaxLvl	MinRst	MaxRst	AccountLevel
1		1		0		121		232		123		233		2		0		0		*		*		*		1
2		2		1		107		247		110		247		0		1		0		*		*		*		0
3		1		1		108		248		109		248		4		0		0		*		*		*		0
4		2		0		121		231		123		231		0		1		0		*		*		*		0
5		1		1		239		149		239		150		6		0		0		*		*		*		1
6		2		1		231		126		234		127		0		1		0		*		*		*		0
7		1		1		232		127		233		128		8		0		0		*		*		*		1
8		2		1		240		148		241		151		0		3		0		*		*		*		0
9		1		1		2		17		2		18		10		0		0		*		*		*		1
10		2		1		1		74		12		94		0		3		0		*		*		*		0
11		1		1		2		84		2		85		12		0		0		*		*		*		1
12		2		1		3		16		6		17		0		3		0		*		*		*		0
13		1		1		5		34		6		34		14		0		0		*		*		*		1
14		2		1		29		125		30		126		0		1		0		*		*		*		0
15		1		1		29		127		30		127		16		0		0		*		*		*		1
16		2		1		5		32		7		33		0		1		0		*		*		*		0
17		0		0		138		134		149		143		0		0		0		*		*		*		0
18		1		0		5		38		6		41		19		0		1		*		*		*		0
19		2		2		242		34		243		37		0		7		1		*		*		*		0
20		1		2		244		34		245		37		21		0		0		*		*		*		0
21		2		0		7		38		8		41		0		3		0		*		*		*		0
22		0		2		197		35		218		50		0		0		1		*		*		*		0
23		1		0		213		246		217		247		24		0		1		*		*		*		0
24		2		3		150		9		153		10		0		5		1		*		*		*		0
25		1		3		150		6		153		7		26		0		1		*		*		*		0
26		2		0		213		244		217		245		0		1		1		*		*		*		0
27		0		3		171		108		177		117		0		0		0		*		*		*		0
28		1		2		2		248		3		249		29		0		0		*		*		*		0
29		2		4		162		2		166		3		0		5		0		*		*		*		0
30		1		4		190		6		191		8		31		0		0		*		*		*		0
31		2		4		241		237		244		238		0		1		0		*		*		*		0
32		1		4		166		163		167		166		33		0		0		*		*		*		0
33		2		4		86		166		87		168		0		3		0		*		*		*		0
34		1		4		132		245		135		246		35		0		0		*		*		*		0
35		2		4		87		86		88		89		0		3		0		*		*		*		0
36		1		4		132		135		135		136		37		0		0		*		*		*		0
37		2		4		128		53		131		54		0		1		0		*		*		*		0
38		1		4		131		15		132		18		39		0		0		*		*		*		0
39		2		4		42 		39 		57 		55		0		1		0		*		*		*		0
40		1		4		6		5		7		8		41		0		0		*		*		*		0
41		2		4		12		85		14		87		0		1		0		*		*		*		0
42		0		4		203		70		213		81		0		0		0		*		*		*		0
43		1		4		162		0		166		1		44		0		1		*		*		*		0

44		2		2		5		246		3		247		0		2		1		*		*		*		0
45		1		3		242		240		245		243		46		0		0		*		*		*		0
46		2		7		14		12		15		13		0		3		0		*		*		*		0
47		1		7		9		9		11		12		48		0		0		*		*		*		0
48		2		3		240		240		241		243		0		7		0		*		*		*		0
49		0		7		15		11		27		23		0		0		0		*		*		*		0
50		0		6		63		41		69		48		0		0		0		*		*		*		0
51		0		6		59		153		59		153		0		0		0		*		*		*		0
52		0		6		59		164		59		165		0		0		0		*		*		*		0
53		1		7		14		225		15		230		54		0		1		*		*		*		0
54		2		8		248		40		251		44		0		7		0		*		*		*		0
55		1		8		246		40		247		44		56		0		0		*		*		*		0
56		2		7		16		225		17		230		0		3		0		*		*		*		0
57		0		8		187		54		203		69		0		0		0		*		*		*		0
58		0		9		133		91		141		99		0		0		0		*		*		*		0
59		0		9		135		162		142		170		0		0		0		*		*		*		0
60		0		9		62		150		70		158		0		0		0		*		*		*		0
61		0		9		66		84		74		92		0		0		0		*		*		*		0
62		1		4		17		250		19		250		63		0		0		*		*		*		0
63		2		10		9		17		13		20		0		5		0		*		*		*		0
64		1		10		14		12		16		12		65		0		0		*		*		*		0
65		2		4		17		249		19		249		0		1		0		*		*		*		0
66		0		11		12		5		14		10		0		0		0		*		*		*		0
67		0		12		12		5		14		10		0		0		0		*		*		*		0
68		0		13		12		5		14		10		0		0		0		*		*		*		0
69		0		14		12		5		14		10		0		0		0		*		*		*		0
70		0		15		12		5		14		10		0		0		0		*		*		*		0
71		0		16		12		5		14		10		0		0		0		*		*		*		0
72		0		2		23		27		27		24		0		0		1		*		*		*		0
73		0		2		224		231		227		227		0		0		1		*		*		*		0
74		0		2		69		181		72		178		0		0		1		*		*		*		0
75		0		7		225		53		228		50		0		0		0		*		*		*		0
76		0		7		62		163		68		157		0		0		0		*		*		*		0
77		0		8		96		143		100		146		0		0		0		*		*		*		0
80		0		17		12		5		14		10		0		0		0		*		*		*		0
82		0		18		31		88		36		95		0		0		0		*		*		*		0
83		0		19		31		88		36		95		0		0		0		*		*		*		0
84		0		20		31		88		36		95		0		0		0		*		*		*		0
85		0		21		31		88		36		95		0		0		0		*		*		*		0
86		0		22		31		88		36		95		0		0		0		*		*		*		0
87		0		23		31		88		36		95		0		0		0		*		*		*		0
88		0		24		10		16		17		22		0		0		0		*		*		*		0
89		0		25		10		16		17		22		0		0		0		*		*		*		0
90		0		26		10		16		17		22		0		0		0		*		*		*		0
91		0		27		10		16		17		22		0		0		0		*		*		*		0
92		0		28		10		16		17		22		0		0		0		*		*		*		0
93		0		29		10		16		17		22		0		0		0		*		*		*		0
//Idx	Flag	Map		X		Y		TX		TY		Target	Dir		MinLvl	MaxLvl	MinRst	MaxRst	AccountLevel
94		0		30		88		31		102		46		0		0		0		*		*		*		0
95		0		31		60		10		69		19		0		0		0		*		*		*		1
96		1		30		93		242		95		243		97		0		0		*		*		*		0
97		2		30		164		198		187		209		0		0		0		*		*		*		0
98		1		30		160		203		161		205		99		0		0		*		*		*		0
99		2		30		90		236		99		239		0		0		0		*		*		*		0
100		0		30		39		14		142		50		0		0		0		*		*		*		0
101		0		30		84		180		100		222		0		0		0		*		*		*		0
102		1		0		239		14		240		15		103		0		0		*		*		*		0
103		2		30		33		39		30		37		0		0		0		*		*		*		0
104		0		30		33		39		30		41		0		0		0		*		*		*		0
105		0		30		72		10		104		199		0		0		0		*		*		*		0
106		0		30		131		94		138		92		0		0		0		*		*		*		0
107		1		30		28		40		28		41		108		0		0		*		*		*		0
108		2		0		235		13		239		13		0		0		0		*		*		*		0
109		1		31		59		7		63		8		110		0		0		*		*		*		0
110		2		30		131		94		138		92		0		0		0		*		*		*		0
111		0		32		133		91		141		99		0		0		0		*		*		*		0
112		0		32		135		162		142		170		0		0		0		*		*		*		0
113		2		33		76		9		78		16		0		0		0		*		*		*		0
114		2		34		229		37		239		46		0		0		0		*		*		*		1
115		0		6		63		41		69		48		0		0		0		*		*		*		0
116		0		36		10		16		17		22		0		0		0		*		*		*		0
117		1		30		161		32		162		37		118		0		0		*		*		*		1
118		0		34		229		37		239		46		0		0		0		*		*		*		1
119		0		33		82		8		87		14		0		0		0		*		*		*		0
120		1		3		220		25		225		25		113		0		0		*		*		*		0
121		1		33		74		9		74		13		122		0		0		*		*		*		0
122		2		3		220		31		226		34		0		0		0		*		*		*		0
123		1		34		239		40		240		44		124		0		0		*		*		*		0
124		2		30		155		37		158		43		0		0		0		*		*		*		0
125		1		8		6		199		6		201		126		0		0		*		*		*		0
126		2		37		17		219		21		220		0		0		0		*		*		*		0
127		1		37		17		220		19		222		128		0		0		*		*		*		0
128		2		8		7		199		7		201		0		0		0		*		*		*		0
129		1		37		89		89		89		92		130		0		0		*		*		*		1
130		2		38		70		104		70		107		0		0		0		*		*		*		0
131		1		38		69		104		69		107		132		0		0		*		*		*		0
132		2		37		85		89		86		92		0		0		0		*		*		*		0
133		0		39		196		56		201		57		0		0		0		*		*		*		0
134		0		39		78		93		82		95		0		0		0		*		*		*		0
135		0		39		78		93		82		95		0		0		0		*		*		*		0
136		0		38		137		162		143		163		0		0		0		*		*		*		0
137		0		38		71		104		72		107		0		0		0		*		*		*		0
138		0		37		19		217		21		219		0		0		0		*		*		*		0
139		0		38		71		104		72		107		0		0		0		*		*		*		0
140		0		33		186		173		190		177		0		0		0		*		*		*		0
141		0		37		205		36		208		41		0		0		0		*		*		*		0
142		0		45		98		128		108		137		0		0		0		*		*		*		0
143		0		46		98		128		108		137		0		0		0		*		*		*		0
144		0		47		98		128		108		137		0		0		0		*		*		*		0
145		0		48		98		128		108		137		0		0		0		*		*		*		0
146		0		49		98		128		108		137		0		0		0		*		*		*		0
147		0		50		98		128		108		137		0		0		0		*		*		*		0
148		0		45		141		41		146		45		0		0		0		*		*		*		0
149		0		46		141		41		146		45		0		0		0		*		*		*		0
150		0		47		141		41		146		45		0		0		0		*		*		*		0
151		0		48		141		41		146		45		0		0		0		*		*		*		0
152		0		49		141		41		146		45		0		0		0		*		*		*		0
153		0		50		141		41		146		45		0		0		0		*		*		*		0
154		0		45		194		124		198		127		0		0		0		*		*		*		0
155		0		46		194		124		198		127		0		0		0		*		*		*		0
156		0		47		194		124		198		127		0		0		0		*		*		*		0
157		0		48		194		124		198		127		0		0		0		*		*		*		0
158		0		49		194		124		198		127		0		0		0		*		*		*		0
159		0		50		194		124		198		127		0		0		0		*		*		*		0
160		1		4		6		85		7		87		161		0		0		*		*		*		0
161		2		4		10		5		11		9		0		1		0		*		*		*		0

256		0		41		29		79		31		82		0		0		0		*		*		*		0
257		0		42		104		178		107		181		0		0		0		*		*		*		0
258		0		34		227		41		229		43		0		0		0		*		*		*		0
259		1		2		161		245		166		246		260		0		1		*		*		*		0
260		2		51		26		29		27		30		0		0		1		*		*		*		0
261		1		51		24		29		25		30		262		0		1		*		*		*		0
262		2		2		161		241		163		242		0		0		1		*		*		*		0
263		1		7		13		19		14		20		264		0		1		*		*		*		0
264		2		51		243		149		244		150		0		0		1		*		*		*		0
265		1		51		247		149		248		150		266		0		0		*		*		*		0
266		2		7		16		19		17		20		0		0		0		*		*		*		0
267		0		51		51		224		54		227		0		0		0		*		*		*		0
268		0		51		99		55		100		57		0		0		0		*		*		*		0
269		0		51		191		148		193		150		0		0		0		*		*		*		0
270		0		32		62		150		70		158		0		0		0		*		*		*		0
271		0		52		12		5		14		10		0		0		0		*		*		*		0
272		0		53		31		88		36		95		0		0		0		*		*		*		0
273		0		56		135		105		142		111		0		0		0		*		*		*		0
274		1		56		139		125		139		126		275		0		0		*		*		*		0
275		2		56		189		190		191		193		0		0		0		*		*		*		0
276		1		56		185		187		186		188		273		0		0		*		*		*		0
277		1		56		149		109		150		109		278		0		0		*		*		*		0
278		2		56		204		10		206		14		0		0		0		*		*		*		0
279		1		56		197		12		197		14		273		0		0		*		*		*		0
280		1		56		139		95		140		95		281		0		0		*		*		*		0
281		2		56		65		47		67		48		0		0		0		*		*		*		0
282		1		56		68		52		69		53		273		0		0		*		*		*		0
283		1		56		124		109		124		110		284		0		0		*		*		*		0
284		2		56		62		174		63		179		0		0		0		*		*		*		0
285		1		56		57		176		57		177		273		0		0		*		*		*		0
286		1		2		52		92		54		92		287		0		0		*		*		*		0
287		0		57		222		211		225		212		0		0		0		*		*		*		0
288		1		57		223		215		225		215		289		0		0		*		*		*		0
289		0		2		52		88		54		89		0		0		0		*		*		*		0
290		1		57		171		23		171		25		291		0		0		*		*		*		0
291		0		58		160		24		161		27		0		0		0		*		*		*		0
292		1		58		167		24		167		25		293		0		0		*		*		*		0
293		0		57		174		23		175		25		0		0		0		*		*		*		0
294		0		63		120		129		126		134		0		0		0		*		*		*		0
295		0		64		101		64		0		0		0		0		0		*		*		*		0
296		0		64		101		75		0		0		0		0		0		*		*		*		0
297		0		64		101		113		0		0		0		0		0		*		*		*		0
298		0		64		101		124		0		0		0		0		0		*		*		*		0
299		0		64		154		64		0		0		0		0		0		*		*		*		0
300		0		64		154		75		0		0		0		0		0		*		*		*		0
301		0		64		154		113		0		0		0		0		0		*		*		*		0
302		0		64		154		124		0		0		0		0		0		*		*		*		0
303		0		64		100		70		0		0		0		0		0		*		*		*		0
304		0		64		100		120		0		0		0		0		0		*		*		*		0
305		0		64		150		70		0		0		0		0		0		*		*		*		0
306		0		64		150		120		0		0		0		0		0		*		*		*		0
307		0		69		231		15		233		17		0		0		0		*		*		*		0
308		1		69		209		80		211		82		309		0		0		*		*		*		0
