//ItemDropType
// 0 = exactly config of Skill, Luck and Option
// 1 = Skill 1 will be random, Skill 0 will never happen. Same for Luck.
//     Option will be random from 0 to MaxItemOption in configs
//     If item is Excellent, Skill will be always added

0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Red Ribbon Box"         100000    10000          1               0                 1              1
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
12          15     0          0          0       0      0        0	//Jewel of Chaos
14          13     0          0          0       0      0        0	//Jewel of Bless
14          14     0          0          0       0      0        0	//Jewel of Soul
14          16     0          0          0       0      0        0	//Jewel of Life
14          42     0          0          0       0      0        0	//Jewel of Harmony
14          22     0          0          0       0      0        0	//Jewel of Creation

//14          85     0          0          0       0      0        0	//Cherry Blossom Wine
//14          86     0          0          0       0      0        0	//Cherry Blossom Rice Cake
//14          87     0          0          0       0      0        0	//Cherry Blossom Flower Petal


13          12     0          0          0       0      1        0	//Pendant of Lighting
13          13     0          0          0       0      1        0	//Pendant of Fire
13          25     0          0          0       0      1        0	//Pendant of Ice
13          26     0          0          0       0      1        0	//Pendant of Wind
13          27     0          0          0       0      1        0	//Pendant of Water
13          28     0          0          0       0      1        0	//Pendant of Ability

0           3      7          9          1       1      1        0	//Katana
0           5      7          9          1       1      1        0	//Blade
0           11     7          9          1       1      1        0	//Legendary Sword
1           3      7          9          1       1      1        0	//Tomahawk
2           1      7          9          1       1      1        0	//Morning Star
4           9      7          9          1       1      1        0	//Golden Crossbow
4           11     7          9          1       1      1        0	//Light Crossbow
5           0      7          9          1       1      1        0	//Skull Staff
5           2      7          9          1       1      1        0	//Serpent Staff

6           9      7          9          1       1      1        0	//Plate Shield
6           3      7          9          1       1      1        0	//Elven Shield
6           6      7          9          1       1      1        0	//Skull Shield

7           5      7          9          0       1      1        0	//Leather
8           5      7          9          0       1      1        0	//Leather
9           5      7          9          0       1      1        0	//Leather
10          5      7          9          0       1      1        0	//Leather	
11          5      7          9          0       1      1        0	//Leather

7           10     7          9          0       1      1        0	//Vine
8           10     7          9          0       1      1        0	//Vine
9           10     7          9          0       1      1        0	//Vine
10          10     7          9          0       1      1        0	//Vine
11          10     7          9          0       1      1        0	//Vine

7           2      7          9          0       1      1        0	//Pad
8           2      7          9          0       1      1        0	//Pad
9           2      7          9          0       1      1        0	//Pad
10          2      7          9          0       1      1        0	//Pad
11          2      7          9          0       1      1        0	//Pad

7           6      6          8          0       1      1        0	//Scale
8           6      6          8          0       1      1        0	//Scale
9           6      6          8          0       1      1        0	//Scale
10          6      6          8          0       1      1        0	//Scale
11          6      6          8          0       1      1        0	//Scale

7           11     6          8          0       1      1        0	//Silk
8           11     6          8          0       1      1        0	//Silk
9           11     6          8          0       1      1        0	//Silk
10          11     6          8          0       1      1        0	//Silk
11          11     6          8          0       1      1        0	//Silk

7           4      6          8          0       1      1        0	//Bone
8           4      6          8          0       1      1        0	//Bone
9           4      6          8          0       1      1        0	//Bone
10          4      6          8          0       1      1        0	//Bone
11          4      6          8          0       1      1        0	//Bone

7           25     6          8          0       1      1        0	//Light Plate
8           25     6          8          0       1      1        0	//Light Plate
9           25     6          8          0       1      1        0	//Light Plate
10          25     6          8          0       1      1        0	//Light Plate
11          25     6          8          0       1      1        0	//Light Plate
end
